ページ,カラム,科目情報,成績評価
134,RIGHT,"科目ナンバー：（BA）LAN231J
フランス語（中級）Ｂ
折方のぞみ
【選択クラス】
1単位 2年次 秋学期 和泉キャンパス","８．成績評価の方法
・平常点（出席，授業参加）30％
授業への出席は大前提となります。３回以上の欠席をした者には単位を与えま
せん（公欠や病欠は日付入り証明書があれば考慮）。その上で，教室内での発言や
発表など積極的に授業に参加する姿勢が評価対象となります。
・小テスト 20%
・ 中間テスト 10％（受講人数によりますが，各自が調べた課題コンテンツの発表
を予定）
・学期末試験 40％
（上記は目安で総合的に評価されます。）"
135,LEFT,"科目ナンバー：（BA）LAN231J
フランス語（中級）Ａ
佐々木匠
【選択クラス】
1単位 2年次 春学期 和泉キャンパス","８．成績評価の方法
当然ですが出席は大前提です。
期末試験の点数（60%）と、授業への積極的な参加、授業態度、提出課題
など（40%）を合わせて評価します。"
135,RIGHT,"科目ナンバー：（BA）LAN231J
フランス語（中級）Ｂ
佐々木匠
【選択クラス】
1単位 2年次 秋学期 和泉キャンパス","８．成績評価の方法
当然ですが出席は大前提です。
期末試験の点数（60%）と、授業への積極的な参加、授業態度、提出課題
など（40%）を合わせて評価します。"
136,LEFT,"科目ナンバー：（BA）LAN231J
フランス語（中級）Ａ
荒原由紀子
【選択クラス】
1単位 2年次 春学期 和泉キャンパス","８．成績評価の方法
成績評価の基準は，平常点（40％）と学期末の試験（60％）を目安と
します。平常点は具体的には，授業への参加状況（教室内での発言・発表），
毎回の小テスト，レポートや課題などの提出物を評価の対象とします。「出
席」するだけでは平常点は付きませんので，注意してください。"
136,RIGHT,"科目ナンバー：（BA）LAN231J
フランス語（中級）Ｂ
荒原由紀子
【選択クラス】
1単位 2年次 秋学期 和泉キャンパス","８．成績評価の方法
成績評価の基準は，平常点（40％）と学期末の試験（60％）を目安と
します。平常点は具体的には，授業への参加状況（教室内での発言・発表），
毎回の小テスト，レポートや課題などの提出物を評価の対象とします。「出
席」するだけでは平常点は付きませんので，注意してください。"
137,LEFT,"科目ナンバー：（BA）LAN231J
フランス語（中級）Ａ
加藤三和
【選択クラス】
1単位 2年次 春学期 和泉キャンパス","８．成績評価の方法
課題・小テスト30%、期末試験70%"
137,RIGHT,"科目ナンバー：（BA）LAN231J
フランス語（中級）Ｂ
加藤三和
【選択クラス】
1単位 2年次 秋学期 和泉キャンパス","８．成績評価の方法
課題・小テスト30%、最終テス70%"
138,LEFT,"科目ナンバー：（BA）LAN231J
フランス語（中級）Ａ
南玲子
【選択クラス】
1単位 2年次 春学期 和泉キャンパス","８．成績評価の方法
平常点４割，学期末試験６割を目安とします。 正当な理由が証明できない遅
刻や欠席は平常点から減点します。もちろん教室に「いる」だけでは「出席」と
は見なされません。受講者には，きちんと準備をし，主体的に授業に参加するこ
とが望まれます。
平常点の評価対象に含まれるのは，授業への参加状況，毎回出される課題の完
成度（期限内提出を含む），教室で参照した資料についての感想・意見等です。"
138,RIGHT,"科目ナンバー：（BA）LAN231J
フランス語（中級）Ｂ
南玲子
【選択クラス】
1単位 2年次 秋学期 和泉キャンパス","８．成績評価の方法
平常点４割，学期末試験６割を目安とします。正当な理由が証明できない遅刻
や欠席は平常点から減点します。もちろん教室に「いる」だけでは「出席」とは
見なされません。受講者には，きちんと準備をし，主体的に授業に参加すること
が望まれます。
平常点の評価対象に含まれるのは，授業への参加状況，毎回出される課題の完
成度（期限内提出を含む），教室で参照した資料についての感想・意見等です。"
139,LEFT,"科目ナンバー：（BA）LAN161J
中国語（初級）Ⅰa（統一）
【文法・読解】
福満正博・野田寛達・石野智大・工藤早恵・
小林光考・蔡娟・笹倉一広・高橋美千子・費燕
1単位 1年次 春学期 和泉キャンパス","８．成績評価の方法
基本的には、春学期最終授業時に実施される筆記試験の点数により成績
評価を行う。その他、随時発音テスト・小テストが行われる。比率は筆記
試験80％、発音・小テストが20％。欠席・遅刻は減点の対象になり得る。
出席点はない。授業出席が前提である。年度により成績の評価方法は異な
る可能性があるため、詳細は授業内で説明する。"
139,RIGHT,"科目ナンバー：（BA）LAN161J
中国語（初級）Ⅱa（統一）
【文法・読解】
福満正博・野田寛達・石野智大・工藤早恵・
小林光考・蔡娟・笹倉一広・高橋美千子・費燕
1単位 1年次 秋学期 和泉キャンパス","８．成績評価の方法
基本的には、秋学期最終授業時に実施される筆記試験の点数により成績
評価を行う。その他，随時発音テスト・小テストが行われる。比率は筆記
試験80％、発音・小テストが20％。欠席・遅刻は減点の対象になり得る。
出席点はない。授業出席が前提である。評価方法は年により異なることが
ある。詳細は授業内で説明する。"
140,LEFT,"科目ナンバー：（BA）LAN161J
中国語（初級）Ⅰb（統一）
【聴取・表現】
遠藤絢・王学群・蔡娟・花井みわ・李旭・
阿部沙織・劉素英
1単位 1年次 春学期 和泉キャンパス","８．成績評価の方法
基本的には、春学期最終授業時に実施される筆記試験の点数により成績
評価を行う。その他、随時発音テスト・小テストが行われる。比率は筆記
試験80％、発音・小テストが20％。欠席・遅刻は減点の対象になり得る。
出席点はない。授業出席が前提である。評価方法は年により異なることが
ある。詳細は授業内で説明する。"
140,RIGHT,"科目ナンバー：（BA）LAN161J
中国語（初級）Ⅱb（統一）
【聴取・表現】
遠藤絢・王学群・蔡娟・花井みわ・李旭・
阿部沙織・劉素英
1単位 1年次 秋学期 和泉キャンパス","８．成績評価の方法
基本的には、秋学期最終授業時に実施される筆記試験の点数により成績
評価を行う。その他，随時発音テスト・小テストが行われる。比率は筆記
試験80％、発音・小テストが20％。欠席・遅刻は減点の対象になり得る。
出席点はない。授業出席が前提である。評価方法は年により異なることが
ある。詳細は授業内で説明する。"
141,LEFT,"科目ナンバー：（BA）LAN261J
中国語（中級）Ａ指定（統一）
【指定クラス】
福満正博・石野智大・遠藤絢・小林光考・
蔡娟・花井みわ・平井徹・李旭
1単位 2年次 春学期 和泉キャンパス","８．成績評価の方法
基本的には、春学期最終授業時に実施される試験の点数により成
績評価を行う。その他、随時発音テスト・小テストが行われる。比
率は試験80％。平常点が20パーセント。授業出席が前提である。
評価方法は年により異なることがある。詳細は授業内で説明する。"
141,RIGHT,"科目ナンバー：（BA）LAN261J
中国語（中級）Ｂ指定（統一）
【指定クラス】
福満正博・石野智大・遠藤絢・小林光考・
蔡娟・花井みわ・平井徹・李旭
1単位 2年次 秋学期 和泉キャンパス","８．成績評価の方法
基本的には、秋学期最終授業時に実施される試験の点数により成
績評価を行う。その他、随時発音テスト・小テストが行われる。比
率は試験80％、発音・小テストが20％。欠席・遅刻は減点の対象
になり得る。出席点はない。授業出席が前提である。評価方法は年
により異なることがある。詳細は授業内で説明する。"
142,LEFT,"科目ナンバー：（BA）LAN261J
中国語（中級）Ａ
福満正博
【選択クラス】
1単位 2年次 春学期 和泉キャンパス","８．成績評価の方法
基本的には，春学期最終授業時に実施される試験の点数により成
績評価を行う。その他，随時発音テスト・小テストが行われる。比
率は試験80％。平常点が20パーセント。授業出席が前提である。"
142,RIGHT,"科目ナンバー：（BA）LAN261J
中国語（中級）Ｂ
福満正博
【選択クラス】
1単位 2年次 秋学期 和泉キャンパス","８．成績評価の方法
基本的には，秋学期最終授業時に実施される試験の点数により成
績評価を行う。その他，随時発音テスト・小テストが行われる。比
率は試験80％。平常点が20パーセント。授業出席が前提である。"
143,LEFT,"科目ナンバー：（BA）LAN261J
中国語（中級）Ａ
王学群
【選択クラス】
1単位 2年次 春学期 和泉キャンパス","８．成績評価の方法
基本的には，春学期最終授業時に実施される試験の点数により成績評価を行う。
比率は試験70 %。平常点が30パーセント。授業出席が前提である。"
143,RIGHT,"科目ナンバー：（BA）LAN261J
中国語（中級）Ｂ
王学群
【選択クラス】
1単位 2年次 秋学期 和泉キャンパス","８．成績評価の方法
基本的には，春学期最終授業時に実施される試験の点数により成績評価を行う。
比率は試験70 %。平常点が30パーセント。授業出席が前提である。"
